d_fecha_prod,TipoAlimento,CategoriaAlimento,Semana,SemanaNum,Anio,kwh_prensa,porc_prensa,Rendimiento,ton
2025-06-05 00:00:00,N2,Broiler,2025-06-02 00:00:00,S23,2025,9.8239756724927,86.36139570675178,30.508474576271187,166052.36
2025-06-05 00:00:00,N4,Broiler,2025-06-02 00:00:00,S23,2025,10,86,29.75206611570248,60029.52
2025-06-05 00:00:00,AP2,Abuela,2025-06-02 00:00:00,S23,2025,10,87,31.578947368421055,19980.54
2025-06-05 00:00:00,N3,Broiler,2025-06-02 00:00:00,S23,2025,10.099984770935881,87.4999238546794,32.14285714285714,60016.82
2025-06-05 00:00:00,N1,Broiler,2025-06-02 00:00:00,S23,2025,10.150106146003578,87,30,60011.68
2025-06-05 00:00:00,N0,Broiler,2025-06-02 00:00:00,S23,2025,10.6,87.00000000000001,29.508196721311478,30007.64
2025-06-05 00:00:00,AM,Abuela,2025-06-02 00:00:00,S23,2025,12.4,88,,5983.06
2025-06-05 00:00:00,R04,Reproductoras,2025-06-02 00:00:00,S23,2025,14.5,88,,7979.12
2025-06-04 00:00:00,N4,Broiler,2025-06-02 00:00:00,S23,2025,9.5,86,31.578947368421055,29887.12
2025-06-04 00:00:00,AP4,Abuela,2025-06-02 00:00:00,S23,2025,9.6,87,,9943.21
2025-06-04 00:00:00,N2,Broiler,2025-06-02 00:00:00,S23,2025,9.60003812007523,85.66653959974924,31.764705882352946,89742.74
2025-06-04 00:00:00,AP3,Abuela,2025-06-02 00:00:00,S23,2025,9.8,88.00000000000001,30,15911.61
2025-06-04 00:00:00,N1,Broiler,2025-06-02 00:00:00,S23,2025,9.899923950430308,86.3844061198226,30.894308943089428,129625.98
2025-06-04 00:00:00,N3,Broiler,2025-06-02 00:00:00,S23,2025,9.975031390182494,86.49978176249824,31.707317073170735,119663.21
2025-06-04 00:00:00,N0,Broiler,2025-06-02 00:00:00,S23,2025,10.4,86.79969771023124,30,49832.98
2025-06-03 00:00:00,AP1,Abuela,2025-06-02 00:00:00,S23,2025,9.7,85,,27876.7
2025-06-03 00:00:00,N2,Broiler,2025-06-02 00:00:00,S23,2025,9.866703579242829,86.66675894810707,31.578947368421055,90050.61
2025-06-03 00:00:00,N1,Broiler,2025-06-02 00:00:00,S23,2025,9.96109495609301,86.21773713094014,28.8,229856.34
2025-06-03 00:00:00,N4,Broiler,2025-06-02 00:00:00,S23,2025,10,87,32.408759124087595,24002.6
2025-06-03 00:00:00,N3,Broiler,2025-06-02 00:00:00,S23,2025,10.033374355797404,86.66625644202597,32,89942.59
2025-06-02 00:00:00,N2,Broiler,2025-06-02 00:00:00,S23,2025,9.871468173704654,86.85723072390651,31.738035264483635,210042.04
2025-06-02 00:00:00,N1,Broiler,2025-06-02 00:00:00,S23,2025,9.907642709077926,86.53854791780498,29.508196721311478,130034.65
2025-06-02 00:00:00,N4,Broiler,2025-06-02 00:00:00,S23,2025,10.100090321217053,86.33331985034326,30.37974683544304,89989.93
2025-06-02 00:00:00,N3,Broiler,2025-06-02 00:00:00,S23,2025,10.199908087584284,87.4997702189607,31.304347826086957,120005.55
2025-06-02 00:00:00,N0,Broiler,2025-06-02 00:00:00,S23,2025,10.4,84,29.032258064516125,29992.73
2025-06-02 00:00:00,A1624,Abuela,2025-06-02 00:00:00,S23,2025,12.6,56.99999999999999,24.375,25968.05
2025-05-31 00:00:00,N2,Broiler,2025-05-26 00:00:00,S22,2025,9.400000000000002,86,,30010.11
2025-05-31 00:00:00,N4,Broiler,2025-05-26 00:00:00,S22,2025,9.5,86.00000000000001,,30009.6
2025-05-30 00:00:00,N2,Broiler,2025-05-26 00:00:00,S22,2025,9.733364873741817,86.00011669358692,30.612244897959183,180044.17
2025-05-30 00:00:00,N0,Broiler,2025-05-26 00:00:00,S22,2025,10.24980414896276,85.99956477547279,30.344827586206897,60015
2025-05-30 00:00:00,N3,Broiler,2025-05-26 00:00:00,S22,2025,10.3,87.11111030912255,30.681818181818183,180107.86
2025-05-30 00:00:00,N1,Broiler,2025-05-26 00:00:00,S22,2025,10.385876219367768,86.85714908481117,28.701594533029613,210122.21
2025-05-29 00:00:00,N2,Broiler,2025-05-26 00:00:00,S22,2025,10.09997595917394,86.50012020413028,30.508474576271187,59981.3
2025-05-29 00:00:00,N1,Broiler,2025-05-26 00:00:00,S22,2025,10.239960386579014,86.80007909357563,29.87551867219917,150075.4
2025-05-29 00:00:00,N4,Broiler,2025-05-26 00:00:00,S22,2025,10.324970852720414,86.49996750303306,30.76923076923077,120011.2
2025-05-29 00:00:00,N0,Broiler,2025-05-26 00:00:00,S22,2025,10.349957399776251,86.99999999999999,28.272251308900522,60058.37
2025-05-29 00:00:00,N3,Broiler,2025-05-26 00:00:00,S22,2025,10.450215895151311,87,31.16883116883117,59982.82
2025-05-29 00:00:00,AP2,Abuela,2025-05-26 00:00:00,S22,2025,10.6,86,30,12000.3
2025-05-29 00:00:00,A715,Abuela,2025-05-26 00:00:00,S22,2025,10.8,85,24,11998.95
2025-05-28 00:00:00,N1,Broiler,2025-05-26 00:00:00,S22,2025,9.864265660987593,86.45863149206001,30.684931506849317,192045.36
2025-05-28 00:00:00,N2,Broiler,2025-05-26 00:00:00,S22,2025,9.933391691601699,86.6669584580085,31.718061674008812,90007.24
2025-05-28 00:00:00,N3,Broiler,2025-05-26 00:00:00,S22,2025,10.028835283776262,86.42875583170657,32.028469750889684,209711.34
2025-05-28 00:00:00,N4,Broiler,2025-05-26 00:00:00,S22,2025,10.100013778335144,87,29.75206611570248,59876.61
2025-05-28 00:00:00,N0,Broiler,2025-05-26 00:00:00,S22,2025,10.568225981910768,87.68225981910768,29.662921348314605,43967.59
2025-05-28 00:00:00,AM,Abuela,2025-05-26 00:00:00,S22,2025,11.1,87,25.714285714285715,11989.62
2025-05-28 00:00:00,A06,Abuela,2025-05-26 00:00:00,S22,2025,11.9,85.99999999999999,26.666666666666668,11977.62
2025-05-27 00:00:00,N3,Broiler,2025-05-26 00:00:00,S22,2025,9.450003836286994,86,31.30434782608696,59823.47
2025-05-27 00:00:00,N2,Broiler,2025-05-26 00:00:00,S22,2025,9.674997720599086,85.50003374264115,31.213872832369944,119877.99
2025-05-27 00:00:00,AP1,Abuela,2025-05-26 00:00:00,S22,2025,10,87,32.94117647058824,27937.71
2025-05-27 00:00:00,N4,Broiler,2025-05-26 00:00:00,S22,2025,10.000000000000002,87,33.33333333333333,89776.48
2025-05-27 00:00:00,N1,Broiler,2025-05-26 00:00:00,S22,2025,10.233330421034976,86.66669578965025,29.26829268292683,89963.31
2025-05-27 00:00:00,N0,Broiler,2025-05-26 00:00:00,S22,2025,10.649993441919797,87,28.272251308900522,119928.39
2025-05-26 00:00:00,N4,Broiler,2025-05-26 00:00:00,S22,2025,9.699962195375704,85.49990548843927,31.30434782608696,59833.95
2025-05-26 00:00:00,N3,Broiler,2025-05-26 00:00:00,S22,2025,9.833156737486629,86.66645380526981,31.30434782608696,89745.41
2025-05-26 00:00:00,N2,Broiler,2025-05-26 00:00:00,S22,2025,9.940022903361044,86.8000851008676,31.46853146853147,149986.72
2025-05-26 00:00:00,N0,Broiler,2025-05-26 00:00:00,S22,2025,10,86,29.508196721311478,30012.54
2025-05-26 00:00:00,N1,Broiler,2025-05-26 00:00:00,S22,2025,10.34968747405758,86.24965968545368,29.03225806451613,119977.24
2025-05-26 00:00:00,AP3,Abuela,2025-05-26 00:00:00,S22,2025,10.8,85,28.799999999999997,11995.65
2025-05-26 00:00:00,A1624,Abuela,2025-05-26 00:00:00,S22,2025,13.2,87.99999999999999,23.333333333333336,13978.64
2025-05-23 00:00:00,N2,Broiler,2025-05-19 00:00:00,S21,2025,9.925009398852636,86.75002827364892,30.63829787234042,239976.1
2025-05-23 00:00:00,N3,Broiler,2025-05-19 00:00:00,S21,2025,10.2,86.49997642742002,28.125,59815.26
2025-05-23 00:00:00,N4,Broiler,2025-05-19 00:00:00,S21,2025,10.933352218931484,87.66647781068518,28.095238095238095,89733.28
2025-05-23 00:00:00,N0,Broiler,2025-05-19 00:00:00,S21,2025,11.06673255177512,86.66667866193252,27.979274611398964,90035.52
2025-05-23 00:00:00,N1,Broiler,2025-05-19 00:00:00,S21,2025,11.200109913768683,87,27.169811320754715,60010.68
2025-05-22 00:00:00,N2,Broiler,2025-05-19 00:00:00,S21,2025,10.075016189153267,86.74994153916876,29.62962962962963,120080.4
2025-05-22 00:00:00,N3,Broiler,2025-05-19 00:00:00,S21,2025,10.1,86,31.03448275862069,29898.14
2025-05-22 00:00:00,N4,Broiler,2025-05-19 00:00:00,S21,2025,10.33795609144734,87,31.578947368421055,57847.5
2025-05-22 00:00:00,AP2,Abuela,2025-05-19 00:00:00,S21,2025,10.6,85,31.11111111111111,13981.67
2025-05-22 00:00:00,N1,Broiler,2025-05-19 00:00:00,S21,2025,11.071430577755985,85.9998512733293,27.86377708978328,210049.75
2025-05-22 00:00:00,N0,Broiler,2025-05-19 00:00:00,S21,2025,11.3,88.00000000000001,27.27272727272727,30003.47
2025-05-22 00:00:00,AP1,Abuela,2025-05-19 00:00:00,S21,2025,11.399999999999999,84,28,13978.22
2025-05-21 00:00:00,N4,Broiler,2025-05-19 00:00:00,S21,2025,10,87,26.865671641791042,29927.52
2025-05-21 00:00:00,N2,Broiler,2025-05-19 00:00:00,S21,2025,10.016688689028365,86.16667622228275,30.508474576271183,179998.86
2025-05-21 00:00:00,N3,Broiler,2025-05-19 00:00:00,S21,2025,10.2,85,27.835051546391753,29909.16
2025-05-21 00:00:00,N1,Broiler,2025-05-19 00:00:00,S21,2025,10.629974732502887,85.6502086946603,29.302325581395348,200055.43
2025-05-21 00:00:00,AP1,Abuela,2025-05-19 00:00:00,S21,2025,11.999999999999998,87,26.25,27938.32
